Title: Nathan der Weise
Number of all tokens: 0
Nummber of different tokens: 4872

Token	Frequency
nicht	567
ich	465
zu	366
so	340
Ich	321
und	289
Ihr	289
der	272
das	251
er	228
ist	225
Und	225
nur	219
mir	209
die	196
Euch	196
mich	189
doch	189
Was	188
sie	184
So	167
was	166
ein	165
Das	158
Der	158
du	152
es	149
auch	149
Er	145
mit	144
den	139
sich	136
wohl	134
von	131
Nicht	131
in	128
ihm	126
daß	124
noch	119
als	117
dem	117
Nun	117
Die	116
ihn	112
auf	110
Wie	110
nun	109
sein	108
Zu	107
Doch	106
denn	103
will	101
wie	100
wenn	95
Ein	94
Gott	92
Nathan	92
ja	91
Vater	91
nichts	82
mehr	82
schon	81
Denn	81
Wenn	80
mein	79
für	78
ihr	78
an	77
dir	74
Es	74
Daß	73
viel	73
Den	72
hat	69
Mit	69
Nur	69
Bruder	69
des	68
war	66
kann	66
Von	63
selbst	63
Auch	63
bin	63
wieder	62
aus	60
Ja	60
ganz	60
dich	59
bei	59
muß	58
Sie	58
Du	58
Saladin	58
weiß	58
gar	57
Noch	56
uns	55
wird	54
einen	53
da	52
gern	52
Als	51
Wer	51
Ist	49
In	48
Auf	48
meine	48
sei	48
oder	47
wär	47
Mein	46
Mann	46
aber	44
Daja	44
hier	44
meiner	43
O	43
sehn	42
haben	41
Sultan	40
immer	40
habe	40
Mich	40
Recha	40
lassen	40
wir	40
dieser	39
gut	39
sonst	39
eine	39
alles	38
Mir	37
Jude	37
einem	37
Dem	37
soll	36
erst	35
hätte	35
Da	35
einmal	35
um	35
wo	34
bald	34
hab	33
Bei	33
recht	33
Ah	33
allein	33
Patriarch	32
Herr	32
nie	32
lieber	32
sind	32
Sich	31
vor	31
Sittah	30
Wohl	30
werden	30
Al-Hafi	30
wäre	30
Des	30
machen	29
ob	29
können	29
kömmt	29
freilich	29
nach	28
wenig	28
wahr	28
man	28
wollen	28
gleich	28
eben	28
Mädchen	28
Geld	28
im	27
Wo	27
geh	27
sagt	27
seinen	27
seid	27
Eure	26
diesen	26
Tempelherr	26
Patriarchen	26
meinem	26
Menschen	26
dann	26
seinem	26
wer	26
selber	25
kein	25
Ritter	25
seine	25
Euer	25
diesem	24
Aber	24
Hat	24
Nein	24
Für	24
Allein	24
ichs	24
seiner	24
Christen	24
Liebe	24
Schwester	23
einer	23
weiter	23
kommen	23
wissen	23
Juden	23
zum	23
Engel	23
Geh	23
könnt	22
Sei	22
Zeit	22
itzt	22
allen	22
macht	22
Dank	22
An	22
Kann	21
Ihm	21
Derwisch	21
Zum	21
habt	21
ists	21
sagen	21
Nichts	21
Mensch	21
Tochter	20
hätt	20
tun	20
meinen	20
Komm	20
Christ	20
Um	20
Herz	19
Vor	19
lange	19
Ihn	19
bloß	19
Recht	19
Ei	19
Im	19
dein	19
Wunder	19
Leben	19
kommt	19
Kind	19
Sein	18
hören	18
Laß	18
über	18
müssen	18
könnte	18
deine	18
sehr	18
Freund	18
Welt	18
willst	17
anders	17
geht	17
Sache	17
besser	17
her	17
Warum	17
alle	17
Ha	17
wahrlich	16
dort	16
deiner	16
eines	16
Ganz	16
gewiß	16
Volk	16
Hand	16
Wir	16
Ring	16
durch	16
Aus	16
warum	16
guter	16
wollt	16
geben	15
diese	15
sprechen	15
lieben	15
Feuer	15
gesagt	15
Herrn	15
etwas	15
Durch	15
Schach	15
endlich	15
Nach	15
Schon	15
kennt	15
Wird	14
damit	14
mag	14
Dich	14
ohne	14
hast	14
wißt	14
Muß	14
läßt	14
oft	14
jeder	14
War	14
finden	14
weit	14
Weil	14
deinen	13
weniger	13
Sieh	13
nimm	13
meines	13
Stauffen	13
kam	13
bis	13
bist	13
gewesen	13
Euern	13
Man	13
Seele	13
Hafi	13
Soll	13
heut	13
guten	13
kaum	13
glauben	13
seines	13
genug	13
wem	13
eins	13
laßt	12
Hier	12
dieses	12
Christin	12
aller	12
Kommt	12
nehmen	12
ins	12
darf	12
fragen	12
wiederum	12
ab	12
am	12
Spiel	12
darum	12
komm	12
andern	12
Dein	12
wenigstens	12
seht	12
Hört	12
retten	12
gute	12
Zwar	11
andre	11
vom	11
laß	11
niemand	11
Augenblick	11
ganze	11
Macht	11
drei	11
fort	11
ließ	11
schwerlich	11
bleibt	11
Sagt	11
denken	11
Palmen	11
je	11
möglich	11
Rat	11
Assad	11
gehört	11
nein	11
Tag	11
euch	11
länger	11
Geht	11
Namen	11
Weiß	11
Gut	11
sollt	11
Wahrheit	11
Gewiß	11
getan	11
Rechas	11
ward	10
deinem	10
Wort	10
ihrer	10
weise	10
unter	10
zur	10
Muselmann	10
Tat	10
Weg	10
besten	10
ruhig	10
junger	10
Dir	10
bleiben	10
denke	10
tat	10
Sind	10
Gefahr	10
welcher	10
Hause	10
liebt	10
wolle	10
Blut	9
übel	9
deines	9
Vernunft	9
Seid	9
Sehr	9
zurück	9
werde	9
Sohn	9
vielleicht	9
sollte	9
ihnen	9
Allerdings	9
heißen	9
ihre	9
spielen	9
Bleibt	9
Tempelherrn	9
wert	9
werd	9
sag	9
allem	9
Geduld	9
kurz	9
andrer	9
Eurer	9
Laßt	9
Tempelherren	9
verlieren	9
Fall	9
steht	9
meint	9
seh	9
näher	9
Ob	9
weil	9
Euerm	9
liegt	9
