Title: Emilia Galotti
Number of all tokens: 7933
Nummber of different tokens: 3123

Token	Frequency
Prinz	88
Herr	81
Marinelli	79
Tochter	72
Mutter	61
wohl	61
Emilia	60
Graf	48
Vater	47
ja	43
Galotti	41
sagen	41
Gräfin	39
mehr	35
Grafen	32
lassen	32
schon	32
Prinzen	31
gar	31
wäre	31
wissen	29
gut	29
kommen	29
gnädiger	28
Ha	28
geht	28
heute	27
ganz	27
hätte	25
Wort	24
weiß	24
Augen	24
Conti	23
Frau	23
sprechen	22
ab	22
ruhig	22
sehen	22
Hand	21
Appiani	21
Mann	21
müssen	21
gnädige	21
eben	21
tot	20
kömmt	20
Liebe	20
hören	19
Stadt	19
Ah	19
Freund	19
wahr	18
Recht	18
Gott	18
allein	18
Morgen	17
bringen	17
immer	17
recht	17
Zufall	17
Orsina	16
Ja	16
gern	16
lieber	15
genug	14
Eben	14
mag	14
Herz	14
Ehre	14
Braut	14
Kunst	14
gleich	14
gewiß	13
nie	13
Tone	13
sogleich	13
sollen	13
Gnade	13
geben	12
weniger	12
Angelo	12
Gewalt	12
wenig	12
lange	12
Wagen	12
Fräulein	12
worden	12
verloren	12
Bild	12
Seele	12
hätten	12
sehe	12
Guastalla	12
Mörder	12
getan	12
Welt	12
einzige	12
erst	11
bleibt	11
nehmen	11
gehört	11
Leben	11
Glück	11
höre	10
sagte	10
Zeit	10
Claudia	10
Sache	10
Kommen	10
Tod	10
bald	10
kam	10
Kind	10
Namen	10
darf	10
erwarten	10
erste	10
gehen	10
freilich	10
Dinge	9
Dolch	9
vielleicht	9
denken	9
Dosalo	9
Madame	9
besser	9
gesagt	9
darum	9
Freundschaft	9
darauf	9
beide	9
Gut	9
Brief	9
halten	9
komme	9
zurück	9
gesprochen	9
Kopf	9
ha	9
vergessen	8
wirklich	8
Seite	8
Gemahlin	8
hätt	8
Wut	8
macht	8
verlieren	8
Tag	8
konnte	8
Mund	8
dabei	8
bloß	8
her	8
Schönheit	8
Herrn	8
geschehen	8
darüber	8
herein	8
finden	8
weit	8
ersten	8
schön	8
heut	8
heraus	8
