Title: Minna von Barnhelm, oder das Soldatenglück
Number of all tokens: 8028
Nummber of different tokens: 3206

Token	Frequency
Herr	199
Fräulein	131
Major	119
wohl	79
Franziska	58
Tellheim	57
Mann	54
Just	45
gnädiges	43
sagen	43
Wirt	37
Werner	37
Minna	34
Ihro	34
Geld	34
weiß	32
Frauenzimmerchen	31
gut	31
Ring	31
Wachtmeister	30
alles	27
wollte	27
hören	25
Herrn	25
Ehre	25
sehen	24
gern	24
Kind	23
gewiß	22
gar	22
meiner	22
eben	22
vergessen	21
allein	21
sprechen	20
lieber	20
Unglück	20
würde	19
wenig	19
wahr	19
nehmen	19
Mademoiselle	19
sei	19
Ah	19
Freund	19
höre	18
schuldig	18
besser	18
schönes	18
Gnaden	18
Liebe	18
wissen	17
recht	17
de	16
Welt	16
hundert	15
werde	15
seiner	15
Zimmer	15
sonst	15
gnädige	15
guten	15
lieben	14
Gnad	14
läßt	14
gewesen	14
nie	13
Sachsen	13
Ha	13
glaube	13
gesagt	13
hast	13
Offizier	13
kömmt	13
Herrschaft	13
Brief	13
Augen	13
hätten	13
mik	13
Glück	13
Pistolen	12
genug	12
ik	12
Zeit	12
willst	11
Herz	11
Mädchen	11
Wort	11
Dienste	11
wider	11
denken	11
nit	11
kennen	11
bitte	11
Ik	11
la	11
Vous	11
Hause	11
Barnhelm	10
Geschwind	10
Morgen	10
Ihrem	10
keinen	10
Taler	10
Ei	10
heute	10
Manne	10
Seele	10
le	10
Frau	10
gute	10
ha	10
Oheim	9
finden	9
unglücklich	9
gekommen	9
Hand	9
lange	9
spielen	9
Minister	9
geschwind	9
Sache	9
seh	9
schön	9
Gut	9
que	9
Spaß	9
liebe	9
laß	8
Augenblick	8
wirst	8
erst	8
andern	8
fort	8
lesen	8
wüßte	8
geht	8
Madame	8
meines	8
los	8
einander	8
gehört	8
Komm	8
nennen	8
Namen	8
Vater	8
Leben	8
besten	8
mag	8
zurück	8
freilich	8
Mensch	8
Paul	7
bezahlen	7
bitten	7
heißt	7
Leute	7
bien	7
Polizei	7
Schuldner	7
Wahrhaftig	7
Ihres	7
gehn	7
Soldat	7
Kerl	7
König	7
hörte	7
Friede	7
Menschen	7
liebste	7
komm	7
Recht	7
bezahlt	7
reden	7
Wirte	7
Gnädiges	7
Gott	7
weit	7
ichs	7
Vielleicht	7
versetzt	7
Persien	7
Lieber	7
setzen	7
suchen	7
Krieg	7
Geh	7
sollst	7
bald	7
getan	7
wem	7
gelesen	7
eins	7
brauche	7
Nachricht	7
wären	6
gehabt	6
ganze	6
sage	6
sagt	6
Schwester	6
Eben	6
mache	6
Tag	6
heißen	6
glücklich	6
gestern	6
hoffen	6
et	6
Kurz	6
Wohin	6
geh	6
Alles	6
Ringe	6
tut	6
bloß	6
Mühe	6
darum	6
fehlt	6
bekommen	6
Hören	6
Nacht	6
