Title: Emilia Galotti
Number of all tokens: 6107
Nummber of different tokens: 2615

Token	Frequency
Herr	74
Prinz	70
Tochter	65
Marinelli	54
Mutter	49
wohl	47
Emilia	46
Graf	45
Vater	40
sagen	40
Gräfin	35
Galotti	35
alles	34
Grafen	30
gut	28
gar	26
gnädiger	26
wissen	25
Prinzen	23
heute	23
Ha	21
meiner	21
Frau	21
keinen	21
Wort	20
sehen	20
gnädige	20
Appiani	19
ruhig	19
tot	18
Conti	18
weiß	18
Stadt	18
Recht	17
kömmt	17
Freund	17
wahr	16
hab	16
wollte	16
Augen	16
Liebe	16
eben	16
lieber	15
sprechen	15
Ah	15
allein	15
Morgen	14
Orsina	14
Braut	14
gern	14
andern	13
Eben	13
Mann	13
Gott	13
recht	13
würde	12
Gewalt	12
gewiß	12
hören	12
geht	12
sogleich	12
Ehre	12
Fräulein	12
weniger	12
sonst	12
Kunst	12
seiner	12
sehe	12
werde	11
wenig	11
mag	11
gehört	11
Wagen	11
Gnade	11
Guastalla	11
einzige	11
sagte	10
genug	10
nie	10
Tone	10
lange	10
bleibt	10
Sache	10
gewesen	10
Leben	10
Seele	10
Glück	10
Welt	10
höre	9
Angelo	9
erst	9
gesagt	9
Tod	9
Kind	9
erste	9
Zufall	9
Gut	9
hätten	9
komme	9
Kopf	9
freilich	9
vergessen	8
Gemahlin	8
Wut	8
Ihrem	8
nehmen	8
Weg	8
Alles	8
Herz	8
Madame	8
besser	8
geschehen	8
darum	8
bald	8
Freundschaft	8
weit	8
schön	8
gesprochen	8
getan	8
Haus	8
wären	7
gesehen	7
Dinge	7
Augenblick	7
Verzeihen	7
hätt	7
Zeit	7
Tugend	7
vielleicht	7
Marchese	7
Verdacht	7
außer	7
Dosalo	7
bloß	7
Herrn	7
finden	7
Wozu	7
Verbrechen	7
erwarten	7
kennen	7
ersten	7
heut	7
eins	7
ha	7
Emilien	7
fällt	6
Lüge	6
Mädchen	6
ihrem	6
gekommen	6
Claudia	6
ward	6
verlieren	6
Tag	6
Bräutigam	6
Hand	6
tut	6
meines	6
ehe	6
heißt	6
wenigstens	6
unserer	6
Sabionetta	6
Brief	6
kenne	6
Verstand	6
guter	6
heraus	6
glauben	6
Hause	6
Worte	6
gute	6
voraus	5
nahe	5
wert	5
Verachtung	5
Kloster	5
Art	5
nochmals	5
Wahrlich	5
Ding	5
gestern	5
denken	5
gehe	5
hörte	5
geschwind	5
sterbenden	5
einzig	5
glaube	5
zugleich	5
führe	5
entgegen	5
Laß	5
Schönheit	5
Original	5
unser	5
könnten	5
schwerlich	5
würden	5
läßt	5
Unrecht	5
Verwahrung	5
verloren	5
sei	5
jeden	5
zusammen	5
unschuldig	5
herein	5
gewisse	5
danke	5
Bild	5
leicht	5
denke	5
warten	5
Menschen	5
zurück	5
Wahrheit	5
Geh	5
Mörder	5
wem	5
liebe	5
Anstalten	5
Willen	5
wollt	5
Nähe	5
melden	5
Kammerherr	5
Lust	5
Miene	4
beleidiget	4
willst	4
spät	4
Hülfe	4
Stunde	4
erwägen	4
Geschwind	4
brauchen	4
Namen	4
trifft	4
Sinne	4
Freilich	4
wider	4
zweiten	4
Nimmermehr	4
abgelaufen	4
hierher	4
Ton	4
Tränen	4
Massa	4
ließ	4
verstehen	4
Perlen	4
Tat	4
heißen	4
unglückliche	4
glücklich	4
worüber	4
würdigen	4
entfernen	4
Freunde	4
itzt	4
Leute	4
Hals	4
fertig	4
sprach	4
Geduld	4
Furcht	4
lernen	4
Wen	4
merken	4
verzeihen	4
Messe	4
Mund	4
Maler	4
Grimaldi	4
Nebenbuhler	4
Todesurteil	4
bitte	4
einander	4
Sohn	4
Kleinigkeit	4
Odoardo	4
senden	4
vorbei	4
Schritt	4
könnt	4
wofür	4
Vaters	4
nennen	4
Gedanken	4
Händen	4
weder	4
verlassen	4
beschäftiget	4
gnädiges	4
hinter	4
leid	4
Feind	4
gerettet	4
Auge	4
Wohl	4
Vortrefflich	4
Gefahr	4
kaum	4
Rede	4
Battista	4
Pirro	4
sollt	4
Gebiete	4
Sinnen	4
Stelle	4
leben	4
keiner	4
Lieber	4
Schuldigkeit	4
gefallen	4
Anteil	4
nämlichen	4
Entfernung	4
retten	4
fahren	4
guten	4
wär	4
müßte	4
wahrlich	3
Platz	3
letzten	3
Damen	3
Person	3
laß	3
Himmels	3
glaubte	3
gelassen	3
Blut	3
deinen	3
deiner	3
Seite	3
Rota	3
Gedanke	3
Halle	3
endlich	3
ganze	3
Bedienter	3
Bedienten	3
nahm	3
Gleichgültigkeit	3
Vergnügen	3
durchaus	3
Vermählung	3
kleine	3
sage	3
Verbindung	3
weißt	3
vielmehr	3
Bilde	3
erhalten	3
fürchten	3
Kirche	3
Unglücklicher	3
Genugtuung	3
Wünsche	3
vertrauen	3
Sagen	3
eigene	3
Sieh	3
Arm	3
Geschmeide	3
widerfahren	3
Argwohn	3
bloßer	3
ohnedem	3
verbitten	3
Unschuld	3
fort	3
Schwachheit	3
wollten	3
fehlen	3
früher	3
geträumet	3
beste	3
hatten	3
Religion	3
einziges	3
Ihres	3
Sehen	3
unsere	3
kurz	3
gebracht	3
gnädig	3
lieben	3
ergreifen	3
wüßten	3
schuldig	3
verwundet	3
wüßte	3
ewig	3
Nimm	3
sag	3
Unser	3
führen	3
andermal	3
deines	3
wessen	3
Befehl	3
begegnet	3
Kränkungen	3
verstehe	3
Engel	3
fragen	3
Künstler	3
Wissen	3
Eltern	3
Traum	3
begleitet	3
lauf	3
lebte	3
Liebhaber	3
Entführung	3
Gift	3
hast	3
treffen	3
eilen	3
Teufel	3
gewußt	3
konnt	3
Armen	3
gleichsam	3
Alter	3
eräugnen	3
Rose	3
bedeuten	3
geringste	3
unruhig	3
Mannes	3
zufrieden	3
Endlich	3
steht	3
Nie	3
Wege	3
Achtung	3
reden	3
stürzte	3
indes	3
Hören	3
küssen	3
lachen	3
Vorzimmer	3
begünstigter	3
seh	3
Gnädiger	3
gefaßt	3
finde	3
wußte	3
schwören	3
geh	3
Gegenwart	3
Haarnadel	3
befohlen	3
Maske	3
fürchte	3
Pferde	3
Dame	3
Name	3
besondere	3
willen	3
früh	3
dahin	3
denkt	3
Durchlaucht	3
traurigen	3
Lügen	3
geschmeichelt	3
möcht	3
großen	3
gleichgültig	3
Fuße	3
Teil	3
Würde	3
Lustschlosse	3
treiben	3
Verwünschung	3
Oberster	3
beten	3
seines	3
jemand	3
unterschreiben	3
stehen	3
Zeremonie	3
letzte	3
ganzen	3
ganzes	3
vorzüglichsten	3
suchen	3
Überlegung	3
selten	3
wild	3
schlimmer	3
Welch	3
Gelegenheit	3
Personen	3
kleiner	3
seit	3
Räubern	3
Kanzlers	3
Verstande	3
nieder	2
mußt	2
vorauf	2
Sprache	2
jemals	2
hatt	2
geworden	2
schlug	2
vermutend	2
Spur	2
Schmerz	2
bezahlen	2
Unangenehmes	2
hole	2
bringe	2
Rache	2
anstehen	2
Gegenstand	2
hob	2
Neugierde	2
Stolz	2
Jungen	2
Läufer	2
Antwort	2
deinem	2
plötzlich	2
äußersten	2
augenblicklich	2
verriet	2
foderte	2
verleitet	2
frei	2
scheinet	2
Hofes	2
gegangen	2
raten	2
Närrin	2
versagt	2
vielem	2
Schein	2
vieles	2
Sei	2
Mitleid	2
Einfall	2
empfangen	2
Empfindung	2
Räuber	2
Woran	2
floh	2
Untersuchung	2
sagt	2
hörten	2
höchstens	2
Kanzler	2
sinken	2
schämen	2
argwohnet	2
argwohnen	2
rufen	2
ziehen	2
bestraft	2
ließen	2
Vegghia	2
Meuchelmord	2
elenden	2
kennst	2
Grund	2
erkenne	2
könne	2
findet	2
Aufsicht	2
angefallen	2
Zweifel	2
Dolch	2
weisen	2
dächte	2
verstanden	2
ihres	2
Streit	2
lasse	2
erwarte	2
Blicke	2
Kinde	2
Gnädige	2
Bewunderung	2
schienen	2
nachkommen	2
kosten	2
bereit	2
kostet	2
feierlich	2
beneiden	2
Hm	2
arbeiten	2
gefunden	2
auszumachen	2
Acht	2
gedient	2
Hochzeit	2
dürfte	2
Ende	2
erscheinet	2
meinest	2
bedarf	2
Falle	2
dicht	2
trennen	2
sieht	2
selber	2
Wahr	2
sogar	2
bravo	2
Abrede	2
fehlet	2
einzigen	2
fliehen	2
Wortwechsel	2
Wohin	2
liebte	2
ehrlichen	2
abreisen	2
gebrochen	2
lächerlich	2
Retten	2
unsern	2
abgeredet	2
würdig	2
stolz	2
Leuten	2
Gesicht	2
Pinsel	2
betroffen	2
zärtlichen	2
niemand	2
vorenthalten	2
woran	2
halb	2
Unglück	2
Wahnwitzigen	2
Gerechtigkeit	2
stolze	2
vors	2
kenn	2
Tälern	2
Eilen	2
Licht	2
gilts	2
widerspricht	2
sündigen	2
Ihrige	2
Laster	2
werd	2
sah	2
vier	2
Schreckens	2
antworten	2
Planke	2
verdienet	2
Angst	2
schreien	2
falle	2
Sünde	2
vergesse	2
Kenn	2
weitern	2
zahm	2
edeln	2
mitgenommen	2
bekam	2
Emiliens	2
Klagen	2
Frucht	2
versichert	2
freundschaftlich	2
Erlauben	2
abhangen	2
andrer	2
hoffe	2
teilen	2
alter	2
glaubt	2
redlich	2
Bester	2
Höflichkeit	2
dürften	2
Erwägen	2
Gefängnis	2
entfernt	2
Vorwand	2
wollüstigen	2
Ausgang	2
Bittschriften	2
Gebieterin	2
schloß	2
kamen	2
jagen	2
nötig	2
fein	2
woll	2
erschrecke	2
schöner	2
Hof	2
zärtlichsten	2
erinnere	2
Lüsten	2
Erst	2
gesetzt	2
genommen	2
Entzückung	2
vergaß	2
dienen	2
wohin	2
richtig	2
Sturm	2
Reden	2
begleiten	2
liebste	2
Ring	2
Schreck	2
Verzeihung	2
äußerst	2
Porträt	2
Seelen	2
Pfui	2
Mühe	2
Tot	2
Triumphe	2
Laßt	2
väterliche	2
schlechter	2
komm	2
halte	2
Augenblicke	2
Fall	2
vollends	2
befehlen	2
Tiergarten	2
Sprach	2
malen	2
Guten	2
Verleumdung	2
Rat	2
Hölle	2
Schadenfreude	2
Verbrechens	2
Fassen	2
ernsthaft	2
Dingen	2
bitten	2
Ei	2
blieb	2
Haar	2
Brot	2
versteh	2
irren	2
wagen	2
bedenken	2
Umstand	2
äußern	2
stehe	2
Vornehmste	2
Affe	2
Hab	2
find	2
Heute	2
Dolche	2
Denke	2
fand	2
fähig	2
Unmögliche	2
Dank	2
gnädigster	2
größten	2
ergriffen	2
Unruhe	2
Glückseligkeit	2
Blute	2
Tage	2
länger	2
häßlicher	2
verschafft	2
Wochen	2
Natur	2
hegen	2
Verstehen	2
wahre	2
Künstlers	2
stellen	2
erfuhr	2
Schloß	2
gelungen	2
Streich	2
Prinzessin	2
brechen	2
Gebrauch	2
vermuten	2
schlechterdings	2
vermutet	2
Ziele	2
folglich	2
Zerstreuung	2
Schanze	2
steh	2
angetragene	2
blieben	2
Schicksal	2
helfen	2
Umstände	2
Himmel	2
entblättert	2
Gemahl	2
mächtig	2
versprochen	2
Itzt	2
langsam	2
lang	2
zurücknehmen	2
dächt	2
aufgeopfert	2
Gekreusche	2
Bestürzung	2
Weib	2
Ruhe	2
gesessen	2
fühle	2
beliebt	2
Indes	2
geantwortet	2
Ort	2
Wunsch	2
Verführung	2
erklären	2
begierig	2
kehre	2
Lobeserhebungen	2
Angelegenheit	2
Nicolo	2
Fürsten	2
schmeicheln	2
Schwur	2
Geschrei	2
weibliches	2
Opfer	2
verlangen	2
morgen	2
gesprengt	2
Mitleids	2
verhehlen	2
Sag	2
umarmen	2
gutes	2
wartet	2
Gnaden	2
bekennen	2
Unglücksfälle	2
belohnt	2
Ruhig	2
lebendig	2
weiset	2
verabredet	2
überraschen	2
ichs	2
hättest	2
nichten	2
solle	2
Herzen	2
Genug	2
Ernst	2
denk	2
ziemet	2
rechnen	2
stehet	2
Vielleicht	2
Kaum	2
Schmeichelei	2
etwa	2
ruhiger	2
ganzer	2
Entschuldigung	2
bezaubert	2
verhindern	2
glaub	2
Gesetz	2
Kennen	2
Wahnwitzige	2
vergebens	2
lebt	2
gebe	2
anhörten	2
Entschluß	2
Rechnung	2
spricht	2
Hoffnung	2
längst	2
Gewiß	2
oft	2
geschossen	2
weg	2
