Title: Miß Sara Sampson
Number of all tokens: 7882
Nummber of different tokens: 3179

Token	Frequency
Mellefont	122
Miß	119
Marwood	86
würde	64
Lady	59
Ach	59
wohl	54
Liebe	48
Vater	47
werde	40
sehen	38
Sara	36
Waitwell	36
meiner	34
Herz	33
sagen	33
weiß	32
wissen	30
alles	29
vielleicht	27
Brief	27
gewiß	26
Tochter	25
itzt	25
gewesen	24
wollte	24
allein	23
genug	21
Hand	21
Betty	21
eben	21
Norton	20
liebste	20
Welt	20
Sir	19
lange	19
meines	19
Leben	19
vergessen	18
wahr	18
gut	18
Augen	18
Herr	17
sprechen	17
Tugend	17
nehmen	17
seiner	17
Augenblick	16
wider	16
wenig	16
andern	16
lesen	16
glücklich	16
Augenblicke	16
sei	16
länger	16
Gott	16
ganze	15
Mann	15
vergeben	15
weit	15
nie	14
Art	14
lieben	14
Vaters	14
verlassen	14
Frauenzimmer	14
einige	14
gar	14
weniger	13
lieber	13
denken	13
Ehre	13
Hannah	13
Kind	13
kömmt	13
Namen	13
zurück	13
Hülfe	12
Zweifel	12
wollten	12
Mutter	12
wenigstens	12
keinen	12
oft	12
liebt	12
Vermögen	11
Ihres	11
mag	11
glaube	11
gesagt	11
Himmel	11
derselben	11
gern	11
hätten	11
Glück	11
Geh	11
bald	11
andre	10
willst	10
Wort	10
sage	10
Ende	10
Tränen	10
unsern	10
bitte	10
hast	10
Arabellen	10
Unglück	10
Verbrechen	10
Tage	10
finden	10
getan	10
letzten	9
recht	9
Bella	9
erst	9
ihrem	9
Tag	9
deinen	9
Laß	9
unser	9
würden	9
läßt	9
ruhig	9
Fehler	9
Sampson	9
letzte	9
gefallen	9
Füßen	9
Sprache	8
annehmen	8
desselben	8
sterben	8
glauben	8
endlich	8
Vergnügen	8
kleine	8
Ihrem	8
unsere	8
ewig	8
Mitleiden	8
verzeihen	8
hoffe	8
besser	8
deswegen	8
gehabt	8
Vergebung	8
Freude	8
verdient	8
erwarten	8
unserer	8
Seele	8
ersten	8
Madam	8
guter	8
Vielleicht	8
ganzen	8
suchen	8
Hoffnung	8
Solmes	8
Mensch	8
wären	7
gesehen	7
geworden	7
ward	7
Antwort	7
Geschlechts	7
erhalten	7
müsse	7
wünschte	7
Zeit	7
unglücklich	7
ihres	7
lasse	7
Ha	7
leben	7
außer	7
Leute	7
Gesinnungen	7
darin	7
ehe	7
Lebens	7
Gift	7
verloren	7
könne	7
Zimmer	7
erste	7
Gewalt	7
kennen	7
geschehen	7
komme	7
Vorwurf	7
welchem	7
Herzen	7
sehe	7
gute	7
Willen	7
Person	6
laß	6
Seite	6
William	6
Herzens	6
durchaus	6
Verbindung	6
sagt	6
lieb	6
Vorstellungen	6
Schwachheit	6
mache	6
bleibt	6
unglückliche	6
hören	6
Gerechtigkeit	6
Reden	6
Erlauben	6
London	6
Arme	6
Gewissen	6
Bitten	6
List	6
alten	6
alter	6
Komm	6
bitten	6
nennen	6
gestehen	6
sonst	6
heute	6
fürchte	6
allzu	6
fast	6
leicht	6
Nacht	6
fühle	6
Bedenken	6
kenne	6
kurze	6
Aufenthalt	6
Gefahr	6
Worte	6
Geist	6
Klagen	6
Anteil	6
selten	6
wünschen	6
Nachricht	6
jemals	5
Rache	5
Mädchen	5
nahe	5
bloß	5
väterlichen	5
Dienste	5
wirst	5
gehe	5
schreiben	5
enthalten	5
Schande	5
niemals	5
nunmehr	5
fort	5
Freundin	5
beste	5
fliehen	5
Verlangen	5
zärtlichen	5
böse	5
Vorwürfe	5
behalten	5
geht	5
Wohin	5
Sache	5
sogleich	5
hoffen	5
entschlossen	5
Erbarmen	5
Wollust	5
nötig	5
überzeugt	5
krank	5
Tod	5
darum	5
verlieren	5
Armen	5
tausend	5
Mut	5
zufrieden	5
bekommen	5
Morgen	5
Freiheit	5
Einbildungen	5
Händen	5
eignen	5
seh	5
fand	5
Reue	5
Freundschaft	5
angenehm	5
Unglückliche	5
Hälfte	5
Anverwandte	5
helfen	5
Martern	5
früh	5
Allein	5
dahin	5
stehen	5
empfangen	5
setzen	5
vergebens	5
längst	5
liebe	5
freilich	5
einzige	5
müßte	5
versprach	4
Acht	4
herein	4
deinem	4
deiner	4
Verzeihen	4
brauchen	4
Erbschaft	4
Bedienter	4
heißt	4
dasjenige	4
weißt	4
Sarchen	4
fürchten	4
unglücklichen	4
legen	4
gekommen	4
hab	4
Schicksale	4
widerfahren	4
Verstellung	4
verstehen	4
trennen	4
Flucht	4
Absicht	4
groß	4
Freunde	4
siehst	4
machten	4
gebracht	4
aufhalten	4
schuldig	4
jener	4
Laster	4
antworten	4
Schlinge	4
verdienen	4
führen	4
ansehen	4
liebster	4
geschwind	4
Wert	4
Hitze	4
Zwang	4
teuer	4
falsch	4
Stahl	4
zittern	4
glücklicher	4
eigne	4
Luft	4
erzeigen	4
fragen	4
Zug	4
Schönheit	4
fehlte	4
gehört	4
Herrn	4
erfahren	4
Gesichte	4
Wut	4
Mühe	4
gesucht	4
Anblick	4
erlauben	4
zärtliche	4
ersparen	4
Schritt	4
wagen	4
vollkommen	4
Ursache	4
reden	4
genießen	4
Gedanken	4
scheinet	4
erkaufen	4
verführt	4
Bluts	4
unschuldig	4
gab	4
näher	4
Besuch	4
erschrecken	4
danke	4
weinen	4
vermute	4
Glückseligkeit	4
Itzt	4
kannst	4
erklären	4
gleichgültig	4
gutes	4
Segen	4
Kräfte	4
Genug	4
rege	4
zeigen	4
keiner	4
allezeit	4
Gewiß	4
Einbildung	4
weg	4
Personen	4
Empfindungen	4
weder	4
wollt	4
Diener	4
zweifeln	4
schreckliche	4
stirbt	3
voraus	3
Andenken	3
Denkungsart	3
Vorteil	3
Verzögerung	3
Wirt	3
schlägt	3
arme	3
sicher	3
bringe	3
kehren	3
verschwiegen	3
Himmels	3
Dolch	3
Rechte	3
Geschwind	3
frei	3
lauter	3
wüßte	3
Sei	3
vorüber	3
Einfall	3
Band	3
weint	3
Jahre	3
gemäß	3
sieh	3
fangen	3
elenden	3
Abscheu	3
Grund	3
Sag	3
gelernt	3
führte	3
schließen	3
gefällig	3
erwarte	3
Sagen	3
Sieh	3
gönnen	3
Angst	3
verschwinden	3
dürfte	3
geliebten	3
Willst	3
Betrübnis	3
Falle	3
ließ	3
Eben	3
Klugheit	3
Bitte	3
Vorsprecher	3
darnach	3
Glauben	3
sieht	3
fehlen	3
Unrecht	3
einzigen	3
nimmt	3
alte	3
Lesen	3
Wirkung	3
Schmeichelei	3
unserm	3
Sage	3
würdig	3
Beleidigungen	3
Verderben	3
etwa	3
entbehren	3
halb	3
vorbei	3
Munde	3
Grenzen	3
grausamen	3
Verräter	3
teils	3
gefährlichen	3
Gattin	3
freuen	3
traurig	3
Waffen	3
falschen	3
derjenigen	3
Wochen	3
Weg	3
Glückliche	3
aufhören	3
geh	3
Alles	3
Gefühl	3
Weise	3
Buhlerin	3
Jahr	3
verlustig	3
Briefes	3
herum	3
plötzliche	3
sauer	3
zugleich	3
zittere	3
gestorben	3
Hartes	3
meinigen	3
verstehe	3
ruhiger	3
wahres	3
wozu	3
Träume	3
zurückkehren	3
empfinden	3
erschrecke	3
einander	3
erinnern	3
sagst	3
Vermächtnis	3
Sohn	3
übel	3
könnten	3
Strafe	3
grausam	3
Bekanntschaft	3
geliebt	3
vernichten	3
besitzen	3
eilen	3
Vergeben	3
edel	3
merke	3
Recht	3
Hast	3
fehlt	3
hilf	3
unruhig	3
Reiche	3
bedenken	3
Zettel	3
überlassen	3
empfinde	3
Undank	3
kaltem	3
vergnügt	3
Ohnmacht	3
Zukunft	3
Inhalt	3
größten	3
finde	3
dadurch	3
Unruhe	3
Blute	3
Umsonst	3
richten	3
verursacht	3
Natur	3
Gegenwart	3
beleidiget	3
gewisse	3
fühlen	3
schlafen	3
erfuhr	3
Schmerzen	3
Dienst	3
Besuche	3
voll	3
gnädiger	3
gefolgt	3
schaffen	3
meinetwegen	3
erinnerst	3
versöhnt	3
tugendhafte	3
Hände	3
Abwesenheit	3
aufgeopfert	3
Siehst	3
Gib	3
angenehmer	3
Elende	3
verdanken	3
befehlen	3
Gut	3
anzunehmen	3
entsagen	3
zwischen	3
langen	3
verlangen	3
morgen	3
Woche	3
guten	3
reißen	3
große	3
gedenken	3
Hause	3
Zorn	3
Briefe	3
Zeremonie	3
unwürdig	3
Wessen	3
ganzes	3
bessern	3
Vetters	3
Schwierigkeit	3
überlegen	3
lebt	3
untröstlich	3
Ungeheuer	3
Wiederhole	3
Anmut	3
göttlichen	3
Sturm	3
Verwirrung	3
ziehen	3
Freund	3
Verzweiflung	3
retten	3
Bösewicht	3
gleichwohl	3
wen	3
Gelegenheit	3
kleinen	3
kleiner	3
Geliebte	3
erkennen	3
wolle	3
Todes	3
Vergessen	3
Bald	3
müßten	3
Blick	3
geblieben	3
seit	3
gewagt	3
billig	3
Haus	3
Reize	3
Vergleich	3
Fesseln	2
schöne	2
Zurückkunft	2
neun	2
nichtswürdigsten	2
schöpfen	2
geschwiegen	2
beleidigen	2
Miene	2
Unglücks	2
Arabella	2
Ursachen	2
Zeugen	2
verspreche	2
reichen	2
empfunden	2
wollüstige	2
hintergehen	2
Lebensart	2
jungen	2
vergrößerten	2
niemand	2
verächtlichen	2
erstemal	2
Taten	2
glaubte	2
gelassen	2
fremde	2
schmerzhafte	2
Anverwandten	2
tragen	2
erlaubt	2
Gesichter	2
abspenstig	2
vergibt	2
plötzlich	2
Behalten	2
Besitze	2
Bleib	2
unmenschliche	2
Ward	2
wenigen	2
Zeilen	2
Geheimnisse	2
schmeichelhaft	2
zubringen	2
Gedanke	2
Worten	2
Närrin	2
beiden	2
öffentliche	2
zeitliche	2
Gleichgültigkeit	2
verraten	2
Geschlechte	2
leugnen	2
entschuldigen	2
geschliffen	2
väterliches	2
unterlassen	2
Fehltritt	2
Fuß	2
glückliche	2
verweilen	2
kurzen	2
erröten	2
geliebet	2
Verfinsterung	2
anfangen	2
vielmehr	2
schwach	2
begieriger	2
auslassen	2
bekannt	2
argwohnen	2
vortreffliche	2
Lasterhafte	2
vermuten	2
dasmal	2
Brust	2
Unwille	2
Schweig	2
natürliche	2
hiesigen	2
Beispiele	2
entzweien	2
aufgehoben	2
Verstandes	2
fest	2
Liebste	2
Wange	2
Handlung	2
Sieg	2
ankleiden	2
Bote	2
Faust	2
dächte	2
anrechnen	2
brennen	2
verlange	2
Leidenschaft	2
hierher	2
Empfindung	2
Arm	2
kosten	2
kostet	2
Zärtlichkeit	2
Punkt	2
gefunden	2
Nerve	2
abgematteten	2
Nachsicht	2
nochmals	2
erkenn	2
Beste	2
verbunden	2
jene	2
unterliegen	2
Beschützer	2
Tone	2
gemach	2
erscheinen	2
unwert	2
Ausschweifungen	2
Eifersucht	2
entbrechen	2
Schmerz	2
lernen	2
Phantasie	2
Ahnungen	2
quälen	2
schweige	2
entdeckt	2
setze	2
Grausamkeit	2
Tat	2
Wohltat	2
betriegt	2
einziger	2
setzt	2
verbergen	2
ehrlicher	2
bestimmt	2
Sehen	2
Grausame	2
Feld	2
unsers	2
Pöbel	2
würdigen	2
schuldige	2
Pflichten	2
entfernen	2
aufzugeben	2
Schatten	2
entfernet	2
geworfen	2
schrecklichsten	2
umarmen	2
bittere	2
lernte	2
Verdacht	2
töten	2
Gesellschaft	2
ungern	2
kurz	2
still	2
meiste	2
grausamer	2
Wesen	2
Anstalt	2
Jammer	2
Ränke	2
Feuer	2
Kurz	2
Möglichkeit	2
wütend	2
freier	2
entfernt	2
Schrecken	2
vertrauen	2
Überlegenheit	2
Halt	2
fertig	2
Name	2
Glied	2
tugendhaft	2
erwiesen	2
Redlichkeit	2
fassen	2
unangenehme	2
merken	2
tötender	2
ewigen	2
rasen	2
vorsätzliche	2
Begriffe	2
liebsten	2
fremden	2
tut	2
fängt	2
tue	2
einfallen	2
Güte	2
eitel	2
Stich	2
Eigensinn	2
Tyrannen	2
teilen	2
hernach	2
möge	2
warten	2
betrüben	2
Vatermörderin	2
Mund	2
besitzt	2
Verschulden	2
Höflichkeit	2
seufzen	2
süßen	2
besorge	2
wessen	2
lehren	2
seufzet	2
Ankunft	2
Wünschen	2
meinst	2
bereden	2
neuem	2
neuer	2
begegnen	2
Haupt	2
aufopfern	2
genossen	2
Gegenstände	2
Ausgang	2
Engel	2
Gebieterin	2
hieher	2
führt	2
gezwungen	2
ach	2
Eile	2
Betrachtung	2
Meinung	2
teilhaft	2
Menschen	2
Zweck	2
Gefälligkeiten	2
unvermuteter	2
Höchsten	2
vergab	2
schickt	2
begangen	2
zärtlichsten	2
erinnere	2
nötiger	2
neunte	2
erinnert	2
Feder	2
worauf	2
gesetzt	2
leisten	2
verrät	2
Exempel	2
frühsten	2
Stille	2
wohin	2
Salz	2
Reise	2
Rest	2
schwache	2
Kleinigkeit	2
Schreck	2
hervor	2
gewaltsamen	2
fehl	2
hinaus	2
Körper	2
treffen	2
Verdruß	2
betäubt	2
armen	2
Traum	2
Reichtümer	2
Teufel	2
Ader	2
taub	2
halte	2
hierauf	2
Schuldigkeit	2
reuende	2
Grille	2
werfen	2
Elenden	2
Erde	2
Danke	2
leichte	2
vermag	2
angeht	2
getrieben	2
Begierden	2
besessen	2
gelebt	2
nenne	2
ernsthaft	2
hart	2
gefährlich	2
geringste	2
Betrug	2
Mannes	2
schlüge	2
anwenden	2
gütig	2
gib	2
Bedingung	2
stehe	2
Vergehungen	2
Bediente	2
steht	2
Wege	2
Erfahrung	2
Achtung	2
strengste	2
Bedienten	2
Träne	2
Schöpfer	2
Hören	2
denkt	2
Stande	2
küssen	2
Grobheiten	2
hielt	2
Großmut	2
Furie	2
Seligkeiten	2
kleinste	2
Nichtswürdigen	2
verführte	2
Dank	2
gewissen	2
Begnügen	2
Tode	2
gewisses	2
wußte	2
Lüge	2
unruhige	2
Schlimmste	2
verwundern	2
junges	2
bewegen	2
bekomme	2
Betrieger	2
urteilen	2
wahre	2
unendlich	2
geschwinder	2
Absichten	2
bringst	2
Lebt	2
Kummer	2
Traume	2
begierig	2
schlechte	2
Zeiten	2
Weibchen	2
heilige	2
entschuldiget	2
vergeht	2
fürchterliche	2
Arzenei	2
Tugenden	2
Bilder	2
Gefallen	2
Gesicht	2
gehalten	2
verursachen	2
gewähren	2
Geheimnis	2
Herren	2
Umstände	2
Begierde	2
hör	2
Seligkeit	2
darfst	2
Ah	2
strafbar	2
unverzüglich	2
rauben	2
wiederkommen	2
dagegen	2
Familie	2
Ruhe	2
Stimme	2
führe	2
Fassen	2
Nebenbuhlerin	2
Fast	2
geschrieben	2
Vorsatz	2
denke	2
wünsche	2
traurigen	2
wünscht	2
Fleck	2
entgehen	2
rede	2
verwickeln	2
Wohl	2
erlaubte	2
Güter	2
läuft	2
Veränderung	2
Bestreben	2
hindert	2
weiblichen	2
zeitig	2
angenehme	2
Leidenschaften	2
Rückkehr	2
gedacht	2
Vertraulichkeit	2
Meiner	2
Sinn	2
zehn	2
Notwendigkeit	2
Strahl	2
Zunge	2
Mannsperson	2
Beleidigung	2
eifersüchtig	2
Gefangener	2
wartet	2
schämen	2
ewige	2
vorwerfen	2
erstaune	2
Teil	2
Würde	2
großmütigen	2
Ungetreuen	2
aufgeben	2
Annäherungen	2
umsonst	2
störest	2
verbinden	2
Irrtume	2
Umgange	2
Rede	2
Genuß	2
Stärke	2
zugezogen	2
sollt	2
Zuflucht	2
Lächeln	2
schimpflichen	2
Schicksal	2
Wohnung	2
lasterhafte	2
fiel	2
sprichst	2
erwecken	2
Kaum	2
begehen	2
Sinnen	2
gewürdiget	2
hilft	2
jeden	2
Schranken	2
Gesetzt	2
Gesetze	2
gelungen	2
lebe	2
Untreue	2
Drohungen	2
Entschluß	2
sollst	2
spricht	2
hattest	2
wegbegeben	2
glaubten	2
Unbäßlichkeit	2
entdecken	2
Rechtfertigung	2
Hochachtung	2
Unsinn	2
bewundern	2
flieht	2
wem	2
fliehe	2
Kraft	2
Unterredung	2
verhärten	2
Blicken	2
Vermutung	2
schätzen	2
beschließen	2
Werde	2
Nennen	2
geringsten	2
betauern	2
hiervon	2
eins	2
aufhält	2
Pein	2
Vorzüge	2
melden	2
Stunden	2
glaubst	2
vorzuwerfen	2
jung	2
Verwünschungen	2
erstarre	2
völlige	2
vortrefflich	2
Unmenschen	1
fragst	1
öfter	1
Mißtrauens	1
beobachten	1
gesteh	1
laßt	1
bemächtiget	1
Feinde	1
mußt	1
gänzlich	1
blendenden	1
Charakter	1
zukömmt	1
Erniedrigendes	1
herumgetragen	1
argwöhnten	1
vertraut	1
ungeneigt	1
ausgesehen	1
Affekts	1
Umgang	1
Übel	1
Ehe	1
wahrhaftig	1
Müßte	1
fällt	1
ausgeschickt	1
zutrauten	1
zuletzt	1
Erlaubnis	1
verschwunden	1
versäumen	1
tändelnde	1
trifft	1
durchbohren	1
beraubet	1
Schwester	1
verläßt	1
Wirklichkeiten	1
festesten	1
Kindheit	1
eigennütziges	1
Vorurteilen	1
Larven	1
kräftiger	1
Dankbarkeit	1
neu	1
überzeugen	1
haßt	1
Unglücke	1
angeloben	1
lern	1
Verzehrend	1
Drückungen	1
sinnlosen	1
Streich	1
ausbleichet	1
Mangel	1
Offenherzig	1
Versprechen	1
entstehenden	1
unleidlich	1
Satan	1
empfand	1
drauf	1
langem	1
